merchant_sku,catalog_name_ar,official_product_name,verified_brand,verified_size,verified_variant,product_type,category_slug,identity_source_type,image_source_type,identity_source_url,identity_confidence,identity_status,catalog_identity_match_status,catalog_identity_match_notes,identity_notes,source_image_url,source_tier_rule
ARD-3351,عطر النبل امير 100 مل,Al Noble Ameer,Lattafa,100 مل,Ameer,Eau de Parfum,perfumes,official_distributor,official_distributor,https://www.lattafa.my/perfumes/lattafa/al-noble-ameer/,high,VERIFIED,ACCEPTED_TRANSLITERATION,Catalog 'عطر النبل امير 100 مل' aligns with official 'Al Noble Ameer' via transliteration.,Official Lattafa Al Noble Ameer 100 ML unisex.,https://www.lattafa.my/cdn/perfumes/lattafa/al-noble-ameer-lattafa-perfume-lelaki-amber-woody-100ml-edp/large/image.jpg,"{'lattafa.com': 'official_manufacturer', 'www.lattafa.com': 'official_manufacturer', 'lattafa.my': 'official_distributor', 'www.lattafa.my': 'official_distributor', 'nahdionline.com': 'trusted_retailer', 'www.nahdionline.com': 'trusted_retailer', 'ecombe.nahdionline.com': 'trusted_retailer', 'dam.nahdionline.com': 'trusted_retailer', 'noon.com': 'trusted_retailer', 'www.noon.com': 'trusted_retailer', 'theislamshop.com': 'trusted_retailer', 'www.theislamshop.com': 'trusted_retailer', 'intenseoud.com': 'trusted_retailer', 'www.intenseoud.com': 'trusted_retailer', 'wholesale.intenseoud.com': 'trusted_retailer'}"
ARD-3352,عطر النبل وزير 100 مل,Al Noble Wazeer,Lattafa,100 مل,Wazeer,Eau de Parfum,perfumes,official_distributor,official_distributor,https://www.lattafa.my/perfumes/lattafa/al-noble-wazeer/,high,VERIFIED,ACCEPTED_TRANSLITERATION,Catalog 'عطر النبل وزير 100 مل' aligns with official 'Al Noble Wazeer' via transliteration.,Official Lattafa Al Noble Wazeer; note pyramid varies slightly across listings — used commonly cited pyramid.,https://www.lattafa.my/cdn/perfumes/lattafa/al-noble-wazeer-by-lattafa-100ml-box-bottle-hadiah-pasangan-malaysia-edp/large/image.jpg,"{'lattafa.com': 'official_manufacturer', 'www.lattafa.com': 'official_manufacturer', 'lattafa.my': 'official_distributor', 'www.lattafa.my': 'official_distributor', 'nahdionline.com': 'trusted_retailer', 'www.nahdionline.com': 'trusted_retailer', 'ecombe.nahdionline.com': 'trusted_retailer', 'dam.nahdionline.com': 'trusted_retailer', 'noon.com': 'trusted_retailer', 'www.noon.com': 'trusted_retailer', 'theislamshop.com': 'trusted_retailer', 'www.theislamshop.com': 'trusted_retailer', 'intenseoud.com': 'trusted_retailer', 'www.intenseoud.com': 'trusted_retailer', 'wholesale.intenseoud.com': 'trusted_retailer'}"
ARD-3353,عطر النبل سفير 100 مل,Al Noble Safeer,Lattafa,100 مل,Safeer,Eau de Parfum,perfumes,official_manufacturer,official_distributor,https://lattafa.com/product/al-noble-safeer/,high,VERIFIED,ACCEPTED_TRANSLITERATION,Catalog 'عطر النبل سفير 100 مل' aligns with official 'Al Noble Safeer' via transliteration.,Official Lattafa Al Noble Safeer 100 ML unisex; preferred product-information herbal woody pyramid. | image unresolved in enrichment pass,https://www.lattafa.my/cdn/perfumes/lattafa/safeer-al-noble-lattafa-perfume-unisex-woody-amber-100ml-edp/large/image.jpg,"{'lattafa.com': 'official_manufacturer', 'www.lattafa.com': 'official_manufacturer', 'lattafa.my': 'official_distributor', 'www.lattafa.my': 'official_distributor', 'nahdionline.com': 'trusted_retailer', 'www.nahdionline.com': 'trusted_retailer', 'ecombe.nahdionline.com': 'trusted_retailer', 'dam.nahdionline.com': 'trusted_retailer', 'noon.com': 'trusted_retailer', 'www.noon.com': 'trusted_retailer', 'theislamshop.com': 'trusted_retailer', 'www.theislamshop.com': 'trusted_retailer', 'intenseoud.com': 'trusted_retailer', 'www.intenseoud.com': 'trusted_retailer', 'wholesale.intenseoud.com': 'trusted_retailer'}"
ARD-3531,عطر اجواء 90 مل,Ajwad,Lattafa,60 مل,,Eau de Parfum,perfumes,official_distributor,official_distributor,https://www.lattafa.my/perfumes/lattafa/ajwad/,medium,VERIFIED,ACCEPTED_TRANSLITERATION,Catalog 'عطر اجواء 90 مل' aligns with official 'Ajwad' via transliteration.,Official Ajwad page lists 60 ML; catalog lists 90 مل — size mismatch flagged. Identity match اجواء=Ajwad is strong.,https://www.lattafa.my/cdn/perfumes/lattafa/ajwad-by-lattafa-edp-60ml/large/image.jpg,"{'lattafa.com': 'official_manufacturer', 'www.lattafa.com': 'official_manufacturer', 'lattafa.my': 'official_distributor', 'www.lattafa.my': 'official_distributor', 'nahdionline.com': 'trusted_retailer', 'www.nahdionline.com': 'trusted_retailer', 'ecombe.nahdionline.com': 'trusted_retailer', 'dam.nahdionline.com': 'trusted_retailer', 'noon.com': 'trusted_retailer', 'www.noon.com': 'trusted_retailer', 'theislamshop.com': 'trusted_retailer', 'www.theislamshop.com': 'trusted_retailer', 'intenseoud.com': 'trusted_retailer', 'www.intenseoud.com': 'trusted_retailer', 'wholesale.intenseoud.com': 'trusted_retailer'}"
ARD-3536,عطر فنتاج راديو 100 مل,Vintage Radio,Lattafa,100 مل,Lattafa Pride,Eau de Parfum,perfumes,official_distributor,official_distributor,https://www.lattafa.my/perfumes/lattafa/vintage-radio/,high,VERIFIED,ACCEPTED_TRANSLITERATION,Catalog 'عطر فنتاج راديو 100 مل' aligns with official 'Vintage Radio' via transliteration.,Official Lattafa Vintage Radio 100 ML unisex.,https://www.lattafa.my/cdn/b3508309-541d-4d10-68ed-22b97fda4e00/large/image.jpg,"{'lattafa.com': 'official_manufacturer', 'www.lattafa.com': 'official_manufacturer', 'lattafa.my': 'official_distributor', 'www.lattafa.my': 'official_distributor', 'nahdionline.com': 'trusted_retailer', 'www.nahdionline.com': 'trusted_retailer', 'ecombe.nahdionline.com': 'trusted_retailer', 'dam.nahdionline.com': 'trusted_retailer', 'noon.com': 'trusted_retailer', 'www.noon.com': 'trusted_retailer', 'theislamshop.com': 'trusted_retailer', 'www.theislamshop.com': 'trusted_retailer', 'intenseoud.com': 'trusted_retailer', 'www.intenseoud.com': 'trusted_retailer', 'wholesale.intenseoud.com': 'trusted_retailer'}"
ARD-3627,عطر لا كولكشن 1910 بايك 100 مل,La Collection D'Antiquities 1910 (Bike),Lattafa,100 مل,1910 Bike / Pride,Eau de Parfum,perfumes,official_distributor,official_distributor,https://www.lattafa.my/perfumes/lattafa/la-collection-1910/,high,VERIFIED,ACCEPTED_TRANSLITERATION,Catalog 'عطر لا كولكشن 1910 بايك 100 مل' aligns with official 'La Collection D'Antiquities 1910 (Bike)' via transliteration.,Official La Collection 1910; catalog بايك=Bike bottle theme.,https://www.lattafa.my/cdn/799b4ae6-8de7-4176-922b-2eba84ccb900/large/image.jpg,"{'lattafa.com': 'official_manufacturer', 'www.lattafa.com': 'official_manufacturer', 'lattafa.my': 'official_distributor', 'www.lattafa.my': 'official_distributor', 'nahdionline.com': 'trusted_retailer', 'www.nahdionline.com': 'trusted_retailer', 'ecombe.nahdionline.com': 'trusted_retailer', 'dam.nahdionline.com': 'trusted_retailer', 'noon.com': 'trusted_retailer', 'www.noon.com': 'trusted_retailer', 'theislamshop.com': 'trusted_retailer', 'www.theislamshop.com': 'trusted_retailer', 'intenseoud.com': 'trusted_retailer', 'www.intenseoud.com': 'trusted_retailer', 'wholesale.intenseoud.com': 'trusted_retailer'}"
ARD-3628,عطر لا كولكشن 1886 كار 100 مل,La Collection d'Antiquity 1886 (Car),Lattafa,100 مل,1886 Car / Pride,Eau de Parfum,perfumes,official_manufacturer,official_distributor,https://lattafa.com/product/la-collection-dantiquity-1886/,high,VERIFIED,ACCEPTED_TRANSLITERATION,Catalog 'عطر لا كولكشن 1886 كار 100 مل' aligns with official 'La Collection d'Antiquity 1886 (Car)' via transliteration.,Official page explicitly notes 1886 (Car) Lattafa Pride 100ml. | image unresolved in enrichment pass,https://www.lattafa.my/cdn/7ed15c3b-2c74-4c50-4028-ff2e37894500/large/image.jpg,"{'lattafa.com': 'official_manufacturer', 'www.lattafa.com': 'official_manufacturer', 'lattafa.my': 'official_distributor', 'www.lattafa.my': 'official_distributor', 'nahdionline.com': 'trusted_retailer', 'www.nahdionline.com': 'trusted_retailer', 'ecombe.nahdionline.com': 'trusted_retailer', 'dam.nahdionline.com': 'trusted_retailer', 'noon.com': 'trusted_retailer', 'www.noon.com': 'trusted_retailer', 'theislamshop.com': 'trusted_retailer', 'www.theislamshop.com': 'trusted_retailer', 'intenseoud.com': 'trusted_retailer', 'www.intenseoud.com': 'trusted_retailer', 'wholesale.intenseoud.com': 'trusted_retailer'}"
ARD-3709,عطر خمرة قهوة 100 مل,Khamrah Qahwa,Lattafa,100 مل,,Eau de Parfum,perfumes,official_distributor,official_distributor,https://www.lattafa.my/perfumes/lattafa/khamrah-qahwa/,high,VERIFIED,ACCEPTED_TRANSLITERATION,Catalog 'عطر خمرة قهوة 100 مل' aligns with official 'Khamrah Qahwa' via transliteration.,,https://www.lattafa.my/cdn/perfumes/lattafa/khamrah-qahwa-lattafa-100ml-edp-unisex-perfume-malaysia/large/image.jpg,"{'lattafa.com': 'official_manufacturer', 'www.lattafa.com': 'official_manufacturer', 'lattafa.my': 'official_distributor', 'www.lattafa.my': 'official_distributor', 'nahdionline.com': 'trusted_retailer', 'www.nahdionline.com': 'trusted_retailer', 'ecombe.nahdionline.com': 'trusted_retailer', 'dam.nahdionline.com': 'trusted_retailer', 'noon.com': 'trusted_retailer', 'www.noon.com': 'trusted_retailer', 'theislamshop.com': 'trusted_retailer', 'www.theislamshop.com': 'trusted_retailer', 'intenseoud.com': 'trusted_retailer', 'www.intenseoud.com': 'trusted_retailer', 'wholesale.intenseoud.com': 'trusted_retailer'}"
ARD-3710,عطر عجايب دبي بورتريت ابيض 100 مل,Ajayeb Dubai,Lattafa,100 مل,,Eau de Parfum,perfumes,official_distributor,official_distributor,https://www.lattafa.my/perfumes/lattafa/ajayeb-dubai/,high,VERIFIED,ACCEPTED_TRANSLITERATION,Catalog 'عطر عجايب دبي بورتريت ابيض 100 مل' aligns with official 'Ajayeb Dubai' via transliteration.,image_size_or_format_mismatch: Raghba 30ml mini lacked exact 30ml package image; replaced with Stage2 Ajayeb Dubai 100ml EDP unique image.,https://www.lattafa.my/cdn/perfumes/lattafa/ajayeb-dubai-lattafa-perfume-unisex-amber-sweet-100ml-edp/large/image.jpg,"{'lattafa.com': 'official_manufacturer', 'www.lattafa.com': 'official_manufacturer', 'lattafa.my': 'official_distributor', 'www.lattafa.my': 'official_distributor', 'nahdionline.com': 'trusted_retailer', 'www.nahdionline.com': 'trusted_retailer', 'ecombe.nahdionline.com': 'trusted_retailer', 'dam.nahdionline.com': 'trusted_retailer', 'noon.com': 'trusted_retailer', 'www.noon.com': 'trusted_retailer', 'theislamshop.com': 'trusted_retailer', 'www.theislamshop.com': 'trusted_retailer', 'intenseoud.com': 'trusted_retailer', 'www.intenseoud.com': 'trusted_retailer', 'wholesale.intenseoud.com': 'trusted_retailer'}"
ARD-3711,عطر قائد الفرسان انلمتد ابيض 90 مل,Qaed Al Fursan Unlimited,Lattafa,90 مل,,Eau de Parfum,perfumes,official_distributor,official_distributor,https://www.lattafa.my/perfumes/lattafa/qaed-al-fursan-unlimited/,high,VERIFIED,ACCEPTED_TRANSLITERATION,Catalog 'عطر قائد الفرسان انلمتد ابيض 90 مل' aligns with official 'Qaed Al Fursan Unlimited' via transliteration.,Replacement for ARD-871 (image_duplicate_conflict); unique direct image 1080x1080.,https://www.lattafa.my/cdn/perfumes/lattafa/qaed-al-fursan-unlimited-lattafa-90ml-edp-malaysia/large/image.jpg,"{'lattafa.com': 'official_manufacturer', 'www.lattafa.com': 'official_manufacturer', 'lattafa.my': 'official_distributor', 'www.lattafa.my': 'official_distributor', 'nahdionline.com': 'trusted_retailer', 'www.nahdionline.com': 'trusted_retailer', 'ecombe.nahdionline.com': 'trusted_retailer', 'dam.nahdionline.com': 'trusted_retailer', 'noon.com': 'trusted_retailer', 'www.noon.com': 'trusted_retailer', 'theislamshop.com': 'trusted_retailer', 'www.theislamshop.com': 'trusted_retailer', 'intenseoud.com': 'trusted_retailer', 'www.intenseoud.com': 'trusted_retailer', 'wholesale.intenseoud.com': 'trusted_retailer'}"
ARD-3712,عطر يارا توس 100 مل الاصفر,Yara Tous,Lattafa,100 مل,,Eau de Parfum,perfumes,official_distributor,official_distributor,https://www.lattafa.my/perfumes/lattafa/yara-tous/,high,VERIFIED,ACCEPTED_TRANSLITERATION,Catalog 'عطر يارا توس 100 مل الاصفر' aligns with official 'Yara Tous' via transliteration.,duplicate_identity_qaaed_conflict: replaced ARD-249 (duplicate Qaaed Al Shabaab vs ARD-2423) with Stage2 Yara Tous; catalog عطر يارا توس matches official.,https://www.lattafa.my/cdn/perfumes/lattafa/yara-tous-lattafa-wanita-vanilla-fruity-100ml-edp/large/image.jpg,"{'lattafa.com': 'official_manufacturer', 'www.lattafa.com': 'official_manufacturer', 'lattafa.my': 'official_distributor', 'www.lattafa.my': 'official_distributor', 'nahdionline.com': 'trusted_retailer', 'www.nahdionline.com': 'trusted_retailer', 'ecombe.nahdionline.com': 'trusted_retailer', 'dam.nahdionline.com': 'trusted_retailer', 'noon.com': 'trusted_retailer', 'www.noon.com': 'trusted_retailer', 'theislamshop.com': 'trusted_retailer', 'www.theislamshop.com': 'trusted_retailer', 'intenseoud.com': 'trusted_retailer', 'www.intenseoud.com': 'trusted_retailer', 'wholesale.intenseoud.com': 'trusted_retailer'}"
ARD-3714,عطر ليام 100 مل,Liam,Lattafa,100 مل,,Eau de Parfum,perfumes,official_distributor,official_distributor,https://www.lattafa.my/perfumes/lattafa/liam-grey/,high,VERIFIED,ACCEPTED_TRANSLITERATION,Catalog 'عطر ليام 100 مل' aligns with official 'Liam' via transliteration.,Replacement for ARD-562 (image_duplicate_conflict); unique direct image 1080x1080.,https://www.lattafa.my/cdn/183bda87-8deb-41dc-5e51-1f1ae02c3c00/large/image.jpg,"{'lattafa.com': 'official_manufacturer', 'www.lattafa.com': 'official_manufacturer', 'lattafa.my': 'official_distributor', 'www.lattafa.my': 'official_distributor', 'nahdionline.com': 'trusted_retailer', 'www.nahdionline.com': 'trusted_retailer', 'ecombe.nahdionline.com': 'trusted_retailer', 'dam.nahdionline.com': 'trusted_retailer', 'noon.com': 'trusted_retailer', 'www.noon.com': 'trusted_retailer', 'theislamshop.com': 'trusted_retailer', 'www.theislamshop.com': 'trusted_retailer', 'intenseoud.com': 'trusted_retailer', 'www.intenseoud.com': 'trusted_retailer', 'wholesale.intenseoud.com': 'trusted_retailer'}"
ARD-3897,عطر بديع العود سبليم الاحمر,Badee Al Oud Sublime,Lattafa,100 مل,,Eau de Parfum,perfumes,official_distributor,official_distributor,https://www.lattafa.my/perfumes/lattafa/badee-al-oud-sublime/,high,VERIFIED,ACCEPTED_TRANSLITERATION,Catalog 'عطر بديع العود سبليم الاحمر' aligns with official 'Badee Al Oud Sublime' via transliteration.,image_size_or_format_mismatch: Sheikh Al Shuyukh Luxe 30ml used 50ml image; replaced with Stage2 Badee Al Oud Sublime 100ml EDP.,https://www.lattafa.my/cdn/perfumes/lattafa/badee-al-oud-sublime-perfume-100ml-edp-lattafa/large/image.jpg,"{'lattafa.com': 'official_manufacturer', 'www.lattafa.com': 'official_manufacturer', 'lattafa.my': 'official_distributor', 'www.lattafa.my': 'official_distributor', 'nahdionline.com': 'trusted_retailer', 'www.nahdionline.com': 'trusted_retailer', 'ecombe.nahdionline.com': 'trusted_retailer', 'dam.nahdionline.com': 'trusted_retailer', 'noon.com': 'trusted_retailer', 'www.noon.com': 'trusted_retailer', 'theislamshop.com': 'trusted_retailer', 'www.theislamshop.com': 'trusted_retailer', 'intenseoud.com': 'trusted_retailer', 'www.intenseoud.com': 'trusted_retailer', 'wholesale.intenseoud.com': 'trusted_retailer'}"
ARD-4138,عطر اكلاير 100 مل,Eclaire,Lattafa,100 مل,,Eau de Parfum,perfumes,official_distributor,official_distributor,https://www.lattafa.my/perfumes/lattafa/eclaire/,high,VERIFIED,ACCEPTED_TRANSLITERATION,Catalog اكلاير = Eclaire; size/image/price aligned.,catalog_identity_mismatch_reconcile Option B: replaced ARD-422 (خشبي/no reliable Khashabi image) with Stage2 Eclaire.,https://www.lattafa.my/cdn/perfumes/lattafa/eclaire-lattafa-perfume-wanita-creamy-vanilla-100ml-edp/product/?f=webp&name=x.jpg,lattafa.my=official_distributor
ARD-4214,عطر عفيف 100 مل,Afeef,Lattafa,100 مل,,Eau de Parfum,perfumes,official_distributor,official_distributor,https://www.lattafa.my/perfumes/lattafa/afeef/,high,VERIFIED,ACCEPTED_TRANSLITERATION,Catalog 'عطر عفيف 100 مل' aligns with official 'Afeef' via transliteration.,Replacement for ARD-4295 (image_duplicate_conflict); unique direct image 1080x1080.,https://www.lattafa.my/cdn/9e3b92d7-0f2d-4375-2c7c-164259f0d800/large/image.jpg,"{'lattafa.com': 'official_manufacturer', 'www.lattafa.com': 'official_manufacturer', 'lattafa.my': 'official_distributor', 'www.lattafa.my': 'official_distributor', 'nahdionline.com': 'trusted_retailer', 'www.nahdionline.com': 'trusted_retailer', 'ecombe.nahdionline.com': 'trusted_retailer', 'dam.nahdionline.com': 'trusted_retailer', 'noon.com': 'trusted_retailer', 'www.noon.com': 'trusted_retailer', 'theislamshop.com': 'trusted_retailer', 'www.theislamshop.com': 'trusted_retailer', 'intenseoud.com': 'trusted_retailer', 'www.intenseoud.com': 'trusted_retailer', 'wholesale.intenseoud.com': 'trusted_retailer'}"
ARD-4215,عطر فخر لطافة اكستراكت 100 مل,Fakhar Lattafa Extrait,Lattafa,100 مل,,Eau de Parfum,perfumes,official_manufacturer,official_distributor,https://lattafa.com/product/fakhar-extrait/,high,VERIFIED,ACCEPTED_TRANSLITERATION,Catalog 'عطر فخر لطافة اكستراكت 100 مل' aligns with official 'Fakhar Lattafa Extrait' via transliteration.,image_size_or_format_mismatch: replaced Fakhar Women deo 200ml (wrong Extrait EDP image) with Stage2 Fakhar Extrait EDP matching existing image.,https://www.lattafa.my/cdn/perfumes/lattafa/fakhar-extrait-lattafa-minyak-wangi-lelaki-smoky-amber-100ml-edp/large/image.jpg,"{'lattafa.com': 'official_manufacturer', 'www.lattafa.com': 'official_manufacturer', 'lattafa.my': 'official_distributor', 'www.lattafa.my': 'official_distributor', 'nahdionline.com': 'trusted_retailer', 'www.nahdionline.com': 'trusted_retailer', 'ecombe.nahdionline.com': 'trusted_retailer', 'dam.nahdionline.com': 'trusted_retailer', 'noon.com': 'trusted_retailer', 'www.noon.com': 'trusted_retailer', 'theislamshop.com': 'trusted_retailer', 'www.theislamshop.com': 'trusted_retailer', 'intenseoud.com': 'trusted_retailer', 'www.intenseoud.com': 'trusted_retailer', 'wholesale.intenseoud.com': 'trusted_retailer'}"
ARD-4246,عطر بديع العود نوبل بلش 100 مل,Badee Al Oud Noble Blush,Lattafa,100 مل,,Eau de Parfum,perfumes,official_distributor,official_distributor,https://www.lattafa.my/perfumes/lattafa/badee-al-oud-noble-blush/,high,VERIFIED,ACCEPTED_TRANSLITERATION,Catalog 'عطر بديع العود نوبل بلش 100 مل' aligns with official 'Badee Al Oud Noble Blush' via transliteration.,image_size_or_format_mismatch: replaced Ameerat Al Arab deo 200ml (EDP image; no free Lattafa Ameerat EDP SKU) with Stage2 Noble Blush EDP + unique image.,https://www.lattafa.my/cdn/perfumes/lattafa/imgi74noble65739dbc-41c7-4f6e-92b7-de630ed83ccb-100ml-edp/product/?f=webp&name=x.jpg,"{'lattafa.com': 'official_manufacturer', 'www.lattafa.com': 'official_manufacturer', 'lattafa.my': 'official_distributor', 'www.lattafa.my': 'official_distributor', 'nahdionline.com': 'trusted_retailer', 'www.nahdionline.com': 'trusted_retailer', 'ecombe.nahdionline.com': 'trusted_retailer', 'dam.nahdionline.com': 'trusted_retailer', 'noon.com': 'trusted_retailer', 'www.noon.com': 'trusted_retailer', 'theislamshop.com': 'trusted_retailer', 'www.theislamshop.com': 'trusted_retailer', 'intenseoud.com': 'trusted_retailer', 'www.intenseoud.com': 'trusted_retailer', 'wholesale.intenseoud.com': 'trusted_retailer'}"
ARD-4255,عطر حياتي فلورنس 100 مل,Hayaati Florence,Lattafa,100 مل,,Eau de Parfum,perfumes,official_distributor,official_distributor,https://www.lattafa.my/perfumes/lattafa/hayaati-florence/,high,VERIFIED,ACCEPTED_TRANSLITERATION,Catalog 'عطر حياتي فلورنس 100 مل' aligns with official 'Hayaati Florence' via transliteration.,Replacement for ARD-4483 (Yara Tous oil 20ml) due to image_identity_mismatch_size_or_format: prior image was Yara Tous 100ml EDP bottle; no verified ≥600px oil/attar image found. Unique Hayaati Florence EDP image 1080x1080.,https://www.lattafa.my/cdn/perfumes/lattafa/hayaati-florence-by-lattafa-100ml-edp-wanita-malaysia/large/image.jpg,"{'lattafa.com': 'official_manufacturer', 'www.lattafa.com': 'official_manufacturer', 'lattafa.my': 'official_distributor', 'www.lattafa.my': 'official_distributor', 'nahdionline.com': 'trusted_retailer', 'www.nahdionline.com': 'trusted_retailer', 'ecombe.nahdionline.com': 'trusted_retailer', 'dam.nahdionline.com': 'trusted_retailer', 'noon.com': 'trusted_retailer', 'www.noon.com': 'trusted_retailer', 'theislamshop.com': 'trusted_retailer', 'www.theislamshop.com': 'trusted_retailer', 'intenseoud.com': 'trusted_retailer', 'www.intenseoud.com': 'trusted_retailer', 'wholesale.intenseoud.com': 'trusted_retailer'}"
ARD-4256,عطر انا الابيض كورال 60 مل,Ana Abiyedh Coral,Lattafa,60 مل,,Eau de Parfum,perfumes,official_distributor,official_distributor,https://www.lattafa.my/perfumes/lattafa/ana-abiyedh-coral/,high,VERIFIED,ACCEPTED_TRANSLITERATION,Catalog 'عطر انا الابيض كورال 60 مل' aligns with official 'Ana Abiyedh Coral' via transliteration.,Replacement for ARD-4707 (image_duplicate_conflict); unique direct image 1080x1080.,https://www.lattafa.my/cdn/perfumes/lattafa/ana-abiyedh-coral-lattara-perfume-malaysia3-60ml-edp/large/image.jpg,"{'lattafa.com': 'official_manufacturer', 'www.lattafa.com': 'official_manufacturer', 'lattafa.my': 'official_distributor', 'www.lattafa.my': 'official_distributor', 'nahdionline.com': 'trusted_retailer', 'www.nahdionline.com': 'trusted_retailer', 'ecombe.nahdionline.com': 'trusted_retailer', 'dam.nahdionline.com': 'trusted_retailer', 'noon.com': 'trusted_retailer', 'www.noon.com': 'trusted_retailer', 'theislamshop.com': 'trusted_retailer', 'www.theislamshop.com': 'trusted_retailer', 'intenseoud.com': 'trusted_retailer', 'www.intenseoud.com': 'trusted_retailer', 'wholesale.intenseoud.com': 'trusted_retailer'}"
ARD-4273,عطر انغام 100 مل,Angham,Lattafa,100 مل,,Eau de Parfum,perfumes,official_distributor,official_distributor,https://www.lattafa.my/perfumes/lattafa/angham/,high,VERIFIED,ACCEPTED_TRANSLITERATION,Catalog 'عطر انغام 100 مل' aligns with official 'Angham' via transliteration.,Stage2 ready Lattafa Angham 100ml; widely listed on Lattafa USA / official shop.,https://www.lattafa.my/cdn/perfumes/lattafa/angham-by-lattafa-100ml-edp-wanita-malaysia/large/image.jpg,"{'lattafa.com': 'official_manufacturer', 'www.lattafa.com': 'official_manufacturer', 'lattafa.my': 'official_distributor', 'www.lattafa.my': 'official_distributor', 'nahdionline.com': 'trusted_retailer', 'www.nahdionline.com': 'trusted_retailer', 'ecombe.nahdionline.com': 'trusted_retailer', 'dam.nahdionline.com': 'trusted_retailer', 'noon.com': 'trusted_retailer', 'www.noon.com': 'trusted_retailer', 'theislamshop.com': 'trusted_retailer', 'www.theislamshop.com': 'trusted_retailer', 'intenseoud.com': 'trusted_retailer', 'www.intenseoud.com': 'trusted_retailer', 'wholesale.intenseoud.com': 'trusted_retailer'}"
ARD-4286,عطر مشربية 100 مل,Mashrabya,Lattafa,100 مل,,Eau de Parfum,perfumes,official_distributor,official_distributor,https://www.lattafa.my/perfumes/lattafa/mashrabya/,high,VERIFIED,ACCEPTED_TRANSLITERATION,Catalog 'عطر مشربية 100 مل' aligns with official 'Mashrabya' via transliteration.,Replacement for ARD-4296 (image_duplicate_conflict); unique direct image 1080x1080.,https://www.lattafa.my/cdn/9112dae0-6b6f-46e3-321b-d5f02c0d5300/large/image.jpg,"{'lattafa.com': 'official_manufacturer', 'www.lattafa.com': 'official_manufacturer', 'lattafa.my': 'official_distributor', 'www.lattafa.my': 'official_distributor', 'nahdionline.com': 'trusted_retailer', 'www.nahdionline.com': 'trusted_retailer', 'ecombe.nahdionline.com': 'trusted_retailer', 'dam.nahdionline.com': 'trusted_retailer', 'noon.com': 'trusted_retailer', 'www.noon.com': 'trusted_retailer', 'theislamshop.com': 'trusted_retailer', 'www.theislamshop.com': 'trusted_retailer', 'intenseoud.com': 'trusted_retailer', 'www.intenseoud.com': 'trusted_retailer', 'wholesale.intenseoud.com': 'trusted_retailer'}"
ARD-4300,معطر جو بديع العود ابيض 300 مل,Badee Al Oud White / Honor Air Freshener,Lattafa,300 مل,Badee Al Oud White,Air Freshener,home-linen-air,official_distributor,official_distributor,https://www.lattafa.my/perfumes/lattafa/badee-al-oud/,high,VERIFIED,ACCEPTED_TRANSLITERATION,Catalog 'معطر جو بديع العود ابيض 300 مل' aligns with official 'Badee Al Oud White / Honor Air Freshener' via transliteration.,Catalog معطر جو maps to Lattafa Badee Al Oud White 300ml air freshener line; corroborated via official Lattafa air-freshener catalog/gift-set listings.,https://www.lattafa.my/cdn/perfumes/lattafa/badee-al-oud-oud-glory-lattafa-100ml-edp-unisex-malaysia/large/image.jpg,"{'lattafa.com': 'official_manufacturer', 'www.lattafa.com': 'official_manufacturer', 'lattafa.my': 'official_distributor', 'www.lattafa.my': 'official_distributor', 'nahdionline.com': 'trusted_retailer', 'www.nahdionline.com': 'trusted_retailer', 'ecombe.nahdionline.com': 'trusted_retailer', 'dam.nahdionline.com': 'trusted_retailer', 'noon.com': 'trusted_retailer', 'www.noon.com': 'trusted_retailer', 'theislamshop.com': 'trusted_retailer', 'www.theislamshop.com': 'trusted_retailer', 'intenseoud.com': 'trusted_retailer', 'www.intenseoud.com': 'trusted_retailer', 'wholesale.intenseoud.com': 'trusted_retailer'}"
ARD-4336,عطر خمرة دخان 100 مل,Khamrah Dukhan,Lattafa,100 مل,,Eau de Parfum,perfumes,official_distributor,official_distributor,https://www.lattafa.my/perfumes/lattafa/khamrah-dukhan/,high,VERIFIED,ACCEPTED_TRANSLITERATION,Catalog 'عطر خمرة دخان 100 مل' aligns with official 'Khamrah Dukhan' via transliteration.,Replacement for ARD-3262 (image_duplicate_conflict); unique direct image 1080x1080.,https://www.lattafa.my/cdn/perfumes/lattafa/lattafa-khamrah-dukhan-malaysia-perfume5-100ml-edp/large/image.jpg,"{'lattafa.com': 'official_manufacturer', 'www.lattafa.com': 'official_manufacturer', 'lattafa.my': 'official_distributor', 'www.lattafa.my': 'official_distributor', 'nahdionline.com': 'trusted_retailer', 'www.nahdionline.com': 'trusted_retailer', 'ecombe.nahdionline.com': 'trusted_retailer', 'dam.nahdionline.com': 'trusted_retailer', 'noon.com': 'trusted_retailer', 'www.noon.com': 'trusted_retailer', 'theislamshop.com': 'trusted_retailer', 'www.theislamshop.com': 'trusted_retailer', 'intenseoud.com': 'trusted_retailer', 'www.intenseoud.com': 'trusted_retailer', 'wholesale.intenseoud.com': 'trusted_retailer'}"
